Date	Time	Severity	PID	TID	Function	Message
03-12-2024	17:57:48.508	 INFO	 93800	 82440	LoadDisplayDevicesName	"\\.\DISPLAY3"
03-12-2024	17:57:48.508	 INFO	 93800	 82440	LoadDisplayDevicesName	"\\.\DISPLAY4"
03-12-2024	17:57:48.511	ERROR	 93800	 82440	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
03-12-2024	17:57:48.512	 INFO	 93800	 82440	LateInitialization	"Exe = C:\Users\yashg1\AppData\Local\Programs\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 545401281
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
03-12-2024	17:57:48.512	 INFO	 93800	 82440	LateInitialization	"Intialization finished"
03-12-2024	18:08:32.570	 INFO	 93212	 92140	DllMain	"DLL_PROCESS_ATTACH Mon Aug 19 22:32:08 2024 11.3.2416.6"
03-12-2024	18:08:32.571	 INFO	 93212	 92140	DllMain	"PROCESS ATTACHED"
03-12-2024	18:08:32.572	 INFO	 93212	 85748	LateInitialization	"Intialization..."
03-12-2024	18:08:32.573	 INFO	 93212	 85748	LoadDisplayDevicesName	"DisplayDevices : "
03-12-2024	18:08:32.574	 INFO	 93212	 85748	LoadDisplayDevicesName	"\\.\DISPLAY1"
03-12-2024	18:08:32.574	 INFO	 93212	 85748	LoadDisplayDevicesName	"\\.\DISPLAY2"
03-12-2024	18:08:32.575	 INFO	 93212	 85748	LoadDisplayDevicesName	"\\.\DISPLAY3"
03-12-2024	18:08:32.576	 INFO	 93212	 85748	LoadDisplayDevicesName	"\\.\DISPLAY4"
03-12-2024	18:08:32.578	ERROR	 93212	 85748	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
03-12-2024	18:08:32.579	 INFO	 93212	 85748	LateInitialization	"Exe = C:\Users\yashg1\AppData\Local\Programs\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 546045359
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
03-12-2024	18:08:32.580	 INFO	 93212	 85748	LateInitialization	"Intialization finished"
